X,Y,Z,body,wl,wr
48,43,24,1,0,1
48,43,25,1,0,1
48,43,26,1,0,1
48,43,27,1,0,1
48,44,8,1,0,1
48,44,9,1,0,1
48,44,10,1,0,1
48,44,11,1,0,1
48,44,12,1,0,1
48,44,13,1,0,1
48,44,14,1,0,1
48,44,15,1,0,1
48,44,16,1,0,1
48,44,17,1,0,1
48,44,18,1,0,1
48,44,19,1,0,1
48,44,20,1,0,1
48,44,21,1,0,1
48,44,22,1,0,1
48,44,23,1,0,1
48,44,24,1,0,1
48,44,25,1,0,1
48,44,26,1,0,1
48,44,27,1,0,1
48,45,8,1,0,1
48,45,9,1,0,1
48,45,10,1,0,1
48,45,11,1,0,1
48,45,12,1,0,1
48,45,13,1,0,1
48,45,14,1,0,1
48,45,15,1,0,1
48,45,16,1,0,1
48,45,17,1,0,1
48,45,18,1,0,1
48,45,19,1,0,1
48,45,20,1,0,1
48,45,21,1,0,1
48,45,22,1,0,1
48,45,23,1,0,1
48,45,24,1,0,1
48,45,25,1,0,1
48,45,26,1,0,1
48,45,27,1,0,1
48,46,8,1,0,1
48,46,9,1,0,1
48,46,10,1,0,1
48,46,11,1,0,1
48,46,12,1,0,1
48,46,13,1,0,1
48,46,14,1,0,1
48,46,15,1,0,1
48,46,16,1,0,1
48,46,17,1,0,1
48,46,18,1,0,1
48,46,19,1,0,1
48,46,20,1,0,1
48,46,21,1,0,1
48,46,22,1,0,1
48,46,23,1,0,1
48,46,24,1,0,1
48,46,25,1,0,1
48,46,26,1,0,1
48,46,27,1,0,1
48,47,10,1,0,1
48,47,11,1,0,1
48,47,12,1,0,1
48,47,13,1,0,1
48,47,14,1,0,1
48,47,15,1,0,1
48,47,16,1,0,1
48,47,17,1,0,1
48,47,18,1,0,1
48,47,19,1,0,1
48,47,20,1,0,1
48,47,21,1,0,1
48,47,22,1,0,1
48,47,23,1,0,1
48,47,24,1,0,1
48,47,25,1,0,1
48,47,26,1,0,1
48,47,27,1,0,1
48,47,28,1,0,1
48,48,10,1,0,1
48,48,11,1,0,1
48,48,12,1,0,1
48,48,13,1,0,1
48,48,14,1,0,1
48,48,15,1,0,1
48,48,16,1,0,1
48,48,17,1,0,1
48,48,18,1,0,1
48,48,19,1,0,1
48,48,20,1,0,1
48,48,21,1,0,1
48,48,22,1,0,1
48,48,23,1,0,1
48,48,24,1,0,1
48,48,25,1,0,1
48,48,26,1,0,1
48,49,11,1,0,1
48,49,12,1,0,1
48,49,13,1,0,1
48,49,14,1,0,1
48,49,15,1,0,1
48,49,16,1,0,1
48,49,17,1,0,1
48,49,18,1,0,1
48,49,19,1,0,1
48,49,20,1,0,1
48,49,21,1,0,1
48,49,22,1,0,1
48,49,23,1,0,1
48,49,24,1,0,1
48,50,11,1,0,1
48,50,12,1,0,1
49,26,8,1,0,1
49,26,10,1,0,1
49,26,11,1,0,1
49,26,12,1,0,1
49,26,13,1,0,1
49,26,14,1,0,1
49,26,15,1,0,1
49,26,16,1,0,1
49,26,17,1,0,1
49,26,18,1,0,1
49,26,19,1,0,1
49,26,20,1,0,1
49,27,8,1,0,1
49,27,9,1,0,1
49,27,10,1,0,1
49,27,11,1,0,1
49,27,12,1,0,1
49,27,13,1,0,1
49,27,14,1,0,1
49,27,15,1,0,1
49,27,16,1,0,1
49,27,17,1,0,1
49,27,18,1,0,1
49,27,19,1,0,1
49,27,20,1,0,1
49,27,21,1,0,1
49,28,8,1,0,1
49,28,9,1,0,1
49,28,10,1,0,1
49,28,11,1,0,1
49,28,12,1,0,1
49,28,13,1,0,1
49,28,14,1,0,1
49,28,15,1,0,1
49,28,16,1,0,1
49,28,17,1,0,1
49,28,18,1,0,1
49,28,19,1,0,1
49,28,20,1,0,1
49,28,21,1,0,1
49,28,22,1,0,1
49,29,8,1,0,1
49,29,9,1,0,1
49,29,10,1,0,1
49,29,11,1,0,1
49,29,12,1,0,1
49,29,13,1,0,1
49,29,14,1,0,1
49,29,15,1,0,1
49,29,16,1,0,1
49,29,17,1,0,1
49,29,18,1,0,1
49,29,19,1,0,1
49,29,20,1,0,1
49,29,21,1,0,1
49,29,22,1,0,1
49,29,23,1,0,1
49,30,7,1,0,1
49,30,8,1,0,1
49,30,9,1,0,1
49,30,10,1,0,1
49,30,11,1,0,1
49,30,12,1,0,1
49,30,13,1,0,1
49,30,14,1,0,1
49,30,15,1,0,1
49,30,16,1,0,1
49,30,17,1,0,1
49,30,18,1,0,1
49,30,19,1,0,1
49,30,20,1,0,1
49,30,21,1,0,1
49,30,22,1,0,1
49,31,7,1,0,1
49,31,8,1,0,1
49,31,9,1,0,1
49,31,10,1,0,1
49,31,11,1,0,1
49,31,12,1,0,1
49,31,13,1,0,1
49,31,14,1,0,1
49,31,15,1,0,1
49,31,16,1,0,1
49,31,17,1,0,1
49,31,18,1,0,1
49,31,19,1,0,1
49,31,20,1,0,1
49,31,21,1,0,1
49,31,22,1,0,1
49,31,23,1,0,1
49,32,6,1,0,1
49,32,7,1,0,1
49,32,8,1,0,1
49,32,9,1,0,1
49,32,10,1,0,1
49,32,11,1,0,1
49,32,12,1,0,1
49,32,13,1,0,1
49,32,14,1,0,1
49,32,15,1,0,1
49,32,16,1,0,1
49,32,17,1,0,1
49,32,18,1,0,1
49,32,19,1,0,1
49,32,20,1,0,1
49,32,21,1,0,1
49,32,22,1,0,1
49,33,7,1,0,1
49,33,8,1,0,1
49,33,9,1,0,1
49,33,10,1,0,1
49,33,11,1,0,1
49,33,12,1,0,1
49,33,13,1,0,1
49,33,14,1,0,1
49,33,15,1,0,1
49,33,16,1,0,1
49,33,17,1,0,1
49,33,18,1,0,1
49,33,19,1,0,1
49,33,20,1,0,1
49,33,21,1,0,1
49,33,22,1,0,1
49,33,23,1,0,1
49,34,7,1,0,1
49,34,8,1,0,1
49,34,9,1,0,1
49,34,10,1,0,1
49,34,11,1,0,1
49,34,12,1,0,1
49,34,13,1,0,1
49,34,14,1,0,1
49,34,15,1,0,1
49,34,16,1,0,1
49,34,17,1,0,1
49,34,18,1,0,1
49,34,19,1,0,1
49,34,20,1,0,1
49,34,21,1,0,1
49,34,22,1,0,1
49,34,23,1,0,1
49,34,24,1,0,1
49,35,7,1,0,1
49,35,8,1,0,1
49,35,9,1,0,1
49,35,10,1,0,1
49,35,11,1,0,1
49,35,12,1,0,1
49,35,13,1,0,1
49,35,14,1,0,1
49,35,15,1,0,1
49,35,16,1,0,1
49,35,17,1,0,1
49,35,18,1,0,1
49,35,19,1,0,1
49,35,20,1,0,1
49,35,21,1,0,1
49,35,22,1,0,1
49,35,23,1,0,1
49,35,24,1,0,1
49,36,6,1,0,1
49,36,7,1,0,1
49,36,8,1,0,1
49,36,9,1,0,1
49,36,10,1,0,1
49,36,11,1,0,1
49,36,12,1,0,1
49,36,13,1,0,1
49,36,14,1,0,1
49,36,15,1,0,1
49,36,16,1,0,1
49,36,17,1,0,1
49,36,18,1,0,1
49,36,19,1,0,1
49,36,20,1,0,1
49,36,21,1,0,1
49,36,22,1,0,1
49,36,23,1,0,1
49,36,24,1,0,1
49,37,6,1,0,1
49,37,7,1,0,1
49,37,8,1,0,1
49,37,9,1,0,1
49,37,10,1,0,1
49,37,11,1,0,1
49,37,12,1,0,1
49,37,13,1,0,1
49,37,14,1,0,1
49,37,15,1,0,1
49,37,16,1,0,1
49,37,17,1,0,1
49,37,18,1,0,1
49,37,19,1,0,1
49,37,20,1,0,1
49,37,21,1,0,1
49,37,22,1,0,1
49,37,23,1,0,1
49,37,24,1,0,1
49,37,25,1,0,1
49,37,26,1,0,1
49,37,27,1,0,1
49,37,28,1,0,1
49,38,6,1,0,1
49,38,7,1,0,1
49,38,8,1,0,1
49,38,9,1,0,1
49,38,10,1,0,1
49,38,11,1,0,1
49,38,12,1,0,1
49,38,13,1,0,1
49,38,14,1,0,1
49,38,15,1,0,1
49,38,16,1,0,1
49,38,17,1,0,1
49,38,18,1,0,1
49,38,19,1,0,1
49,38,20,1,0,1
49,38,21,1,0,1
49,38,22,1,0,1
49,38,23,1,0,1
49,38,24,1,0,1
49,38,25,1,0,1
49,38,26,1,0,1
49,38,27,1,0,1
49,38,28,1,0,1
49,39,7,1,0,1
49,39,8,1,0,1
49,39,9,1,0,1
49,39,10,1,0,1
49,39,11,1,0,1
49,39,12,1,0,1
49,39,13,1,0,1
49,39,14,1,0,1
49,39,15,1,0,1
49,39,16,1,0,1
49,39,17,1,0,1
49,39,18,1,0,1
49,39,19,1,0,1
49,39,20,1,0,1
49,39,21,1,0,1
49,39,22,1,0,1
49,39,23,1,0,1
49,39,24,1,0,1
49,39,25,1,0,1
49,39,26,1,0,1
49,39,27,1,0,1
49,40,7,1,0,1
49,40,8,1,0,1
49,40,9,1,0,1
49,40,10,1,0,1
49,40,11,1,0,1
49,40,12,1,0,1
49,40,13,1,0,1
49,40,14,1,0,1
49,40,15,1,0,1
49,40,16,1,0,1
49,40,17,1,0,1
49,40,18,1,0,1
49,40,19,1,0,1
49,40,20,1,0,1
49,40,21,1,0,1
49,40,22,1,0,1
49,40,23,1,0,1
49,40,24,1,0,1
49,40,25,1,0,1
49,40,26,1,0,1
49,40,27,1,0,1
49,41,7,1,0,1
49,41,8,1,0,1
49,41,9,1,0,1
49,41,10,1,0,1
49,41,11,1,0,1
49,41,12,1,0,1
49,41,13,1,0,1
49,41,14,1,0,1
49,41,15,1,0,1
49,41,16,1,0,1
49,41,17,1,0,1
49,41,18,1,0,1
49,41,19,1,0,1
49,41,20,1,0,1
49,41,21,1,0,1
49,41,22,1,0,1
49,41,23,1,0,1
49,41,24,1,0,1
49,41,25,1,0,1
49,41,26,1,0,1
49,41,27,1,0,1
49,42,7,1,0,1
49,42,8,1,0,1
49,42,9,1,0,1
49,42,10,1,0,1
49,42,11,1,0,1
49,42,12,1,0,1
49,42,13,1,0,1
49,42,14,1,0,1
49,42,15,1,0,1
49,42,16,1,0,1
49,42,17,1,0,1
49,42,18,1,0,1
49,42,19,1,0,1
49,42,20,1,0,1
49,42,21,1,0,1
49,42,22,1,0,1
49,42,23,1,0,1
49,42,24,1,0,1
49,42,25,1,0,1
49,42,26,1,0,1
49,42,27,1,0,1
49,43,8,1,0,1
49,43,9,1,0,1
49,43,10,1,0,1
49,43,11,1,0,1
49,43,12,1,0,1
49,43,13,1,0,1
49,43,14,1,0,1
49,43,15,1,0,1
49,43,16,1,0,1
49,43,17,1,0,1
49,43,18,1,0,1
49,43,19,1,0,1
49,43,20,1,0,1
49,43,21,1,0,1
49,43,22,1,0,1
49,43,23,1,0,1
49,43,24,1,0,1
49,43,25,1,0,1
49,43,26,1,0,1
49,43,27,1,0,1
49,44,8,1,0,1
49,44,9,1,0,1
49,44,10,1,0,1
49,44,11,1,0,1
49,44,12,1,0,1
49,44,13,1,0,1
49,44,14,1,0,1
49,44,15,1,0,1
49,44,16,1,0,1
49,44,17,1,0,1
49,44,18,1,0,1
49,44,19,1,0,1
49,44,20,1,0,1
49,44,21,1,0,1
49,44,22,1,0,1
49,44,23,1,0,1
49,44,24,1,0,1
49,44,25,1,0,1
49,44,26,1,0,1
49,44,27,1,0,1
49,45,8,1,0,1
49,45,9,1,0,1
49,45,10,1,0,1
49,45,11,1,0,1
49,45,12,1,0,1
49,45,13,1,0,1
49,45,14,1,0,1
49,45,15,1,0,1
49,45,16,1,0,1
49,45,17,1,0,1
49,45,18,1,0,1
49,45,19,1,0,1
49,45,20,1,0,1
49,45,21,1,0,1
49,45,22,1,0,1
49,45,23,1,0,1
49,45,24,1,0,1
49,45,25,1,0,1
49,45,26,1,0,1
49,45,27,1,0,1
49,46,8,1,0,1
49,46,9,1,0,1
49,46,10,1,0,1
49,46,11,1,0,1
49,46,12,1,0,1
49,46,13,1,0,1
49,46,14,1,0,1
49,46,15,1,0,1
49,46,16,1,0,1
49,46,17,1,0,1
49,46,18,1,0,1
49,46,19,1,0,1
49,46,20,1,0,1
49,46,21,1,0,1
49,46,22,1,0,1
49,46,23,1,0,1
49,46,24,1,0,1
49,46,25,1,0,1
49,46,26,1,0,1
49,46,27,1,0,1
49,47,8,1,0,1
49,47,9,1,0,1
49,47,10,1,0,1
49,47,11,1,0,1
49,47,12,1,0,1
49,47,13,1,0,1
49,47,14,1,0,1
49,47,15,1,0,1
49,47,16,1,0,1
49,47,17,1,0,1
49,47,18,1,0,1
49,47,19,1,0,1
49,47,20,1,0,1
49,47,21,1,0,1
49,47,22,1,0,1
49,47,23,1,0,1
49,47,24,1,0,1
49,47,25,1,0,1
49,47,26,1,0,1
49,47,27,1,0,1
49,48,9,1,0,1
49,48,10,1,0,1
49,48,11,1,0,1
49,48,12,1,0,1
49,48,13,1,0,1
49,48,14,1,0,1
49,48,15,1,0,1
49,48,16,1,0,1
49,48,17,1,0,1
49,48,18,1,0,1
49,48,19,1,0,1
49,48,20,1,0,1
49,48,21,1,0,1
49,48,22,1,0,1
49,48,23,1,0,1
49,48,24,1,0,1
49,48,25,1,0,1
49,48,26,1,0,1
49,48,27,1,0,1
49,49,10,1,0,1
49,49,11,1,0,1
49,49,12,1,0,1
49,49,13,1,0,1
49,49,14,1,0,1
49,49,15,1,0,1
49,49,16,1,0,1
49,49,17,1,0,1
49,49,18,1,0,1
49,49,19,1,0,1
49,49,20,1,0,1
49,49,21,1,0,1
49,49,22,1,0,1
49,49,23,1,0,1
49,49,24,1,0,1
49,49,25,1,0,1
49,49,26,1,0,1
49,50,11,1,0,1
49,50,12,1,0,1
49,50,13,1,0,1
49,50,14,1,0,1
49,50,15,1,0,1
49,50,16,1,0,1
49,50,17,1,0,1
49,50,18,1,0,1
49,50,19,1,0,1
49,50,20,1,0,1
49,50,21,1,0,1
49,50,22,1,0,1
49,50,23,1,0,1
49,50,24,1,0,1
49,51,11,1,0,1
49,51,12,1,0,1
49,51,13,1,0,1
49,51,14,1,0,1
49,51,15,1,0,1
49,51,16,1,0,1
49,51,17,1,0,1
49,51,18,1,0,1
49,51,19,1,0,1
49,51,20,1,0,1
49,51,21,1,0,1
49,51,22,1,0,1
49,51,23,1,0,1
49,51,24,1,0,1
49,52,12,1,0,1
49,52,13,1,0,1
49,52,14,1,0,1
49,52,15,1,0,1
49,52,16,1,0,1
49,52,17,1,0,1
49,52,18,1,0,1
49,52,19,1,0,1
49,52,20,1,0,1
49,52,21,1,0,1
49,52,22,1,0,1
49,52,23,1,0,1
50,26,10,1,0,1
50,26,11,1,0,1
50,26,12,1,0,1
50,26,13,1,0,1
50,26,14,1,0,1
50,26,15,1,0,1
50,26,16,1,0,1
50,26,17,1,0,1
50,26,18,1,0,1
50,26,19,1,0,1
50,27,10,1,0,1
50,27,11,1,0,1
50,27,12,1,0,1
50,27,13,1,0,1
50,27,14,1,0,1
50,27,15,1,0,1
50,27,16,1,0,1
50,27,17,1,0,1
50,27,18,1,0,1
50,27,19,1,0,1
50,27,20,1,0,1
50,28,8,1,0,1
50,28,9,1,0,1
50,28,10,1,0,1
50,28,11,1,0,1
50,28,12,1,0,1
50,28,13,1,0,1
50,28,14,1,0,1
50,28,15,1,0,1
50,28,16,1,0,1
50,28,17,1,0,1
50,28,18,1,0,1
50,28,19,1,0,1
50,28,20,1,0,1
50,28,21,1,0,1
50,29,8,1,0,1
50,29,9,1,0,1
50,29,10,1,0,1
50,29,11,1,0,1
50,29,12,1,0,1
50,29,13,1,0,1
50,29,14,1,0,1
50,29,15,1,0,1
50,29,16,1,0,1
50,29,17,1,0,1
50,29,18,1,0,1
50,29,19,1,0,1
50,29,20,1,0,1
50,29,21,1,0,1
50,29,22,1,0,1
50,30,8,1,0,1
50,30,9,1,0,1
50,30,10,1,0,1
50,30,11,1,0,1
50,30,12,1,0,1
50,30,13,1,0,1
50,30,14,1,0,1
50,30,15,1,0,1
50,30,16,1,0,1
50,30,17,1,0,1
50,30,18,1,0,1
50,30,19,1,0,1
50,30,20,1,0,1
50,30,21,1,0,1
50,30,22,1,0,1
50,30,23,1,0,1
50,31,7,1,0,1
50,31,8,1,0,1
50,31,9,1,0,1
50,31,10,1,0,1
50,31,11,1,0,1
50,31,12,1,0,1
50,31,13,1,0,1
50,31,14,1,0,1
50,31,15,1,0,1
50,31,16,1,0,1
50,31,17,1,0,1
50,31,18,1,0,1
50,31,19,1,0,1
50,31,20,1,0,1
50,31,21,1,0,1
50,31,22,1,0,1
50,32,7,1,0,1
50,32,8,1,0,1
50,32,9,1,0,1
50,32,10,1,0,1
50,32,11,1,0,1
50,32,12,1,0,1
50,32,13,1,0,1
50,32,14,1,0,1
50,32,15,1,0,1
50,32,16,1,0,1
50,32,17,1,0,1
50,32,18,1,0,1
50,32,19,1,0,1
50,32,20,1,0,1
50,32,21,1,0,1
50,32,22,1,0,1
50,32,23,1,0,1
50,33,6,1,0,1
50,33,7,1,0,1
50,33,8,1,0,1
50,33,9,1,0,1
50,33,10,1,0,1
50,33,11,1,0,1
50,33,12,1,0,1
50,33,13,1,0,1
50,33,14,1,0,1
50,33,15,1,0,1
50,33,16,1,0,1
50,33,17,1,0,1
50,33,18,1,0,1
50,33,19,1,0,1
50,33,20,1,0,1
50,33,21,1,0,1
50,33,22,1,0,1
50,33,23,1,0,1
50,33,24,1,0,1
50,34,7,1,0,1
50,34,8,1,0,1
50,34,9,1,0,1
50,34,10,1,0,1
50,34,11,1,0,1
50,34,12,1,0,1
50,34,13,1,0,1
50,34,14,1,0,1
50,34,15,1,0,1
50,34,16,1,0,1
50,34,17,1,0,1
50,34,18,1,0,1
50,34,19,1,0,1
50,34,20,1,0,1
50,34,21,1,0,1
50,34,22,1,0,1
50,34,23,1,0,1
50,34,24,1,0,1
50,35,7,1,0,1
50,35,8,1,0,1
50,35,9,1,0,1
50,35,10,1,0,1
50,35,11,1,0,1
50,35,12,1,0,1
50,35,13,1,0,1
50,35,14,1,0,1
50,35,15,1,0,1
50,35,16,1,0,1
50,35,17,1,0,1
50,35,18,1,0,1
50,35,19,1,0,1
50,35,20,1,0,1
50,35,21,1,0,1
50,35,22,1,0,1
50,35,23,1,0,1
50,35,24,1,0,1
50,36,7,1,0,1
50,36,8,1,0,1
50,36,9,1,0,1
50,36,10,1,0,1
50,36,11,1,0,1
50,36,12,1,0,1
50,36,13,1,0,1
50,36,14,1,0,1
50,36,15,1,0,1
50,36,16,1,0,1
50,36,17,1,0,1
50,36,18,1,0,1
50,36,19,1,0,1
50,36,20,1,0,1
50,36,21,1,0,1
50,36,22,1,0,1
50,36,23,1,0,1
50,36,24,1,0,1
50,36,25,1,0,1
50,36,26,1,0,1
50,36,27,1,0,1
50,36,28,1,0,1
50,37,6,1,0,1
50,37,7,1,0,1
50,37,8,1,0,1
50,37,9,1,0,1
50,37,10,1,0,1
50,37,11,1,0,1
50,37,12,1,0,1
50,37,13,1,0,1
50,37,14,1,0,1
50,37,15,1,0,1
50,37,16,1,0,1
50,37,17,1,0,1
50,37,18,1,0,1
50,37,19,1,0,1
50,37,20,1,0,1
50,37,21,1,0,1
50,37,22,1,0,1
50,37,23,1,0,1
50,37,24,1,0,1
50,37,25,1,0,1
50,37,26,1,0,1
50,37,27,1,0,1
50,37,28,1,0,1
50,38,7,1,0,1
50,38,8,1,0,1
50,38,9,1,0,1
50,38,10,1,0,1
50,38,11,1,0,1
50,38,12,1,0,1
50,38,13,1,0,1
50,38,14,1,0,1
50,38,15,1,0,1
50,38,16,1,0,1
50,38,17,1,0,1
50,38,18,1,0,1
50,38,19,1,0,1
50,38,20,1,0,1
50,38,21,1,0,1
50,38,22,1,0,1
50,38,23,1,0,1
50,38,24,1,0,1
50,38,25,1,0,1
50,38,26,1,0,1
50,38,27,1,0,1
50,39,6,1,0,1
50,39,7,1,0,1
50,39,8,1,0,1
50,39,9,1,0,1
50,39,10,1,0,1
50,39,11,1,0,1
50,39,12,1,0,1
50,39,13,1,0,1
50,39,14,1,0,1
50,39,15,1,0,1
50,39,16,1,0,1
50,39,17,1,0,1
50,39,18,1,0,1
50,39,19,1,0,1
50,39,20,1,0,1
50,39,21,1,0,1
50,39,22,1,0,1
50,39,23,1,0,1
50,39,24,1,0,1
50,39,25,1,0,1
50,39,26,1,0,1
50,39,27,1,0,1
50,40,7,1,0,1
50,40,8,1,0,1
50,40,9,1,0,1
50,40,10,1,0,1
50,40,11,1,0,1
50,40,12,1,0,1
50,40,13,1,0,1
50,40,14,1,0,1
50,40,15,1,0,1
50,40,16,1,0,1
50,40,17,1,0,1
50,40,18,1,0,1
50,40,19,1,0,1
50,40,20,1,0,1
50,40,21,1,0,1
50,40,22,1,0,1
50,40,23,1,0,1
50,40,24,1,0,1
50,40,25,1,0,1
50,40,26,1,0,1
50,40,27,1,0,1
50,41,7,1,0,1
50,41,8,1,0,1
50,41,9,1,0,1
50,41,10,1,0,1
50,41,11,1,0,1
50,41,12,1,0,1
50,41,13,1,0,1
50,41,14,1,0,1
50,41,15,1,0,1
50,41,16,1,0,1
50,41,17,1,0,1
50,41,18,1,0,1
50,41,19,1,0,1
50,41,20,1,0,1
50,41,21,1,0,1
50,41,22,1,0,1
50,41,23,1,0,1
50,41,24,1,0,1
50,41,25,1,0,1
50,41,26,1,0,1
50,41,27,1,0,1
50,42,7,1,0,1
50,42,8,1,0,1
50,42,9,1,0,1
50,42,10,1,0,1
50,42,11,1,0,1
50,42,12,1,0,1
50,42,13,1,0,1
50,42,14,1,0,1
50,42,15,1,0,1
50,42,16,1,0,1
50,42,17,1,0,1
50,42,18,1,0,1
50,42,19,1,0,1
50,42,20,1,0,1
50,42,21,1,0,1
50,42,22,1,0,1
50,42,23,1,0,1
50,42,24,1,0,1
50,42,25,1,0,1
50,42,26,1,0,1
50,42,27,1,0,1
50,43,7,1,0,1
50,43,8,1,0,1
50,43,9,1,0,1
50,43,10,1,0,1
50,43,11,1,0,1
50,43,12,1,0,1
50,43,13,1,0,1
50,43,14,1,0,1
50,43,15,1,0,1
50,43,16,1,0,1
50,43,17,1,0,1
50,43,18,1,0,1
50,43,19,1,0,1
50,43,20,1,0,1
50,43,21,1,0,1
50,43,22,1,0,1
50,43,23,1,0,1
50,43,24,1,0,1
50,43,25,1,0,1
50,43,26,1,0,1
50,43,27,1,0,1
50,44,8,1,0,1
50,44,9,1,0,1
50,44,10,1,0,1
50,44,11,1,0,1
50,44,12,1,0,1
50,44,13,1,0,1
50,44,14,1,0,1
50,44,15,1,0,1
50,44,16,1,0,1
50,44,17,1,0,1
50,44,18,1,0,1
50,44,19,1,0,1
50,44,20,1,0,1
50,44,21,1,0,1
50,44,22,1,0,1
50,44,23,1,0,1
50,44,24,1,0,1
50,44,25,1,0,1
50,44,26,1,0,1
50,44,27,1,0,1
50,45,8,1,0,1
50,45,9,1,0,1
50,45,10,1,0,1
50,45,11,1,0,1
50,45,12,1,0,1
50,45,13,1,0,1
50,45,14,1,0,1
50,45,15,1,0,1
50,45,16,1,0,1
50,45,17,1,0,1
50,45,18,1,0,1
50,45,19,1,0,1
50,45,20,1,0,1
50,45,21,1,0,1
50,45,22,1,0,1
50,45,23,1,0,1
50,45,24,1,0,1
50,45,25,1,0,1
50,45,26,1,0,1
50,45,27,1,0,1
50,46,8,1,0,1
50,46,9,1,0,1
50,46,10,1,0,1
50,46,11,1,0,1
50,46,12,1,0,1
50,46,13,1,0,1
50,46,14,1,0,1
50,46,15,1,0,1
50,46,16,1,0,1
50,46,17,1,0,1
50,46,18,1,0,1
50,46,19,1,0,1
50,46,20,1,0,1
50,46,21,1,0,1
50,46,22,1,0,1
50,46,23,1,0,1
50,46,24,1,0,1
50,46,25,1,0,1
50,46,26,1,0,1
50,46,27,1,0,1
50,47,9,1,0,1
50,47,10,1,0,1
50,47,11,1,0,1
50,47,12,1,0,1
50,47,13,1,0,1
50,47,14,1,0,1
50,47,15,1,0,1
50,47,16,1,0,1
50,47,17,1,0,1
50,47,18,1,0,1
50,47,19,1,0,1
50,47,20,1,0,1
50,47,21,1,0,1
50,47,22,1,0,1
50,47,23,1,0,1
50,47,24,1,0,1
50,47,25,1,0,1
50,47,26,1,0,1
50,47,27,1,0,1
50,48,8,1,0,1
50,48,9,1,0,1
50,48,10,1,0,1
50,48,11,1,0,1
50,48,12,1,0,1
50,48,13,1,0,1
50,48,14,1,0,1
50,48,15,1,0,1
50,48,16,1,0,1
50,48,17,1,0,1
50,48,18,1,0,1
50,48,19,1,0,1
50,48,20,1,0,1
50,48,21,1,0,1
50,48,22,1,0,1
50,48,23,1,0,1
50,48,24,1,0,1
50,48,25,1,0,1
50,48,26,1,0,1
50,48,27,1,0,1
50,49,9,1,0,1
50,49,10,1,0,1
50,49,11,1,0,1
50,49,12,1,0,1
50,49,13,1,0,1
50,49,14,1,0,1
50,49,15,1,0,1
50,49,16,1,0,1
50,49,17,1,0,1
50,49,18,1,0,1
50,49,19,1,0,1
50,49,20,1,0,1
50,49,21,1,0,1
50,49,22,1,0,1
50,49,23,1,0,1
50,49,24,1,0,1
50,49,25,1,0,1
50,49,26,1,0,1
50,49,27,1,0,1
50,50,10,1,0,1
50,50,11,1,0,1
50,50,12,1,0,1
50,50,13,1,0,1
50,50,14,1,0,1
50,50,15,1,0,1
50,50,16,1,0,1
50,50,17,1,0,1
50,50,18,1,0,1
50,50,19,1,0,1
50,50,20,1,0,1
50,50,21,1,0,1
50,50,22,1,0,1
50,50,23,1,0,1
50,50,24,1,0,1
50,50,25,1,0,1
50,51,11,1,0,1
50,51,12,1,0,1
50,51,13,1,0,1
50,51,14,1,0,1
50,51,15,1,0,1
50,51,16,1,0,1
50,51,17,1,0,1
50,51,18,1,0,1
50,51,19,1,0,1
50,51,20,1,0,1
50,51,21,1,0,1
50,51,22,1,0,1
50,51,23,1,0,1
50,51,24,1,0,1
50,52,11,1,0,1
50,52,12,1,0,1
50,52,13,1,0,1
50,52,14,1,0,1
50,52,15,1,0,1
50,52,16,1,0,1
50,52,17,1,0,1
50,52,18,1,0,1
50,52,19,1,0,1
50,52,20,1,0,1
50,52,21,1,0,1
50,52,22,1,0,1
50,52,23,1,0,1
50,52,24,1,0,1
50,53,12,1,0,1
50,53,13,1,0,1
50,53,14,1,0,1
50,53,15,1,0,1
50,53,16,1,0,1
50,53,17,1,0,1
50,53,18,1,0,1
50,53,19,1,0,1
50,53,20,1,0,1
50,53,21,1,0,1
50,53,22,1,0,1
50,53,23,1,0,1
50,53,24,1,0,1
50,54,13,1,0,1
50,54,14,1,0,1
50,54,15,1,0,1
50,54,16,1,0,1
50,54,17,1,0,1
50,54,18,1,0,1
50,54,19,1,0,1
50,54,20,1,0,1
51,27,10,1,0,1
51,27,11,1,0,1
51,27,12,1,0,1
51,27,13,1,0,1
51,27,14,1,0,1
51,27,15,1,0,1
51,27,16,1,0,1
51,27,17,1,0,1
51,27,18,1,0,1
51,27,19,1,0,1
51,27,20,1,0,1
51,28,10,1,0,1
51,28,11,1,0,1
51,28,12,1,0,1
51,28,13,1,0,1
51,28,14,1,0,1
51,28,15,1,0,1
51,28,16,1,0,1
51,28,17,1,0,1
51,28,18,1,0,1
51,28,19,1,0,1
51,28,20,1,0,1
51,29,8,1,0,1
51,29,9,1,0,1
51,29,10,1,0,1
51,29,11,1,0,1
51,29,12,1,0,1
51,29,13,1,0,1
51,29,14,1,0,1
51,29,15,1,0,1
51,29,16,1,0,1
51,29,17,1,0,1
51,29,18,1,0,1
51,29,19,1,0,1
51,29,20,1,0,1
51,29,21,1,0,1
51,30,8,1,0,1
51,30,9,1,0,1
51,30,10,1,0,1
51,30,11,1,0,1
51,30,12,1,0,1
51,30,13,1,0,1
51,30,14,1,0,1
51,30,15,1,0,1
51,30,16,1,0,1
51,30,17,1,0,1
51,30,18,1,0,1
51,30,19,1,0,1
51,30,20,1,0,1
51,30,21,1,0,1
51,30,22,1,0,1
51,31,8,1,0,1
51,31,9,1,0,1
51,31,10,1,0,1
51,31,11,1,0,1
